build_id,timestamp,project_name,repo_size_mb,num_files,num_dependencies,test_count,cpu_cores,memory_gb,status,build_duration_sec,cost_usd
42,2026-01-04 03:45:32.171551,api-gateway,1066,14649,710,291,4,32,SUCCESS,2734,0.39855644444444444
43,2025-10-02 03:45:32.171553,api-gateway,166,5874,440,389,2,8,FAILURE,19330,0.9622044444444444
44,2026-02-28 03:45:32.171554,api-gateway,2483,6619,420,153,2,32,SUCCESS,5005,0.5961511111111111
45,2025-11-06 03:45:32.171556,microservice-a,633,11083,717,34,2,16,SUCCESS,9845,0.717591111111111
46,2025-12-19 03:45:32.171558,microservice-a,444,14648,490,319,8,16,SUCCESS,2644,0.4042382222222222
47,2026-01-17 03:45:32.171559,microservice-a,3838,14514,237,165,16,16,FAILURE,1482,0.38466133333333336
48,2026-03-04 03:45:32.171561,microservice-a,2818,1849,748,82,4,32,FAILURE,2468,0.3597795555555555
49,2026-03-09 03:45:32.171581,api-gateway,4217,10967,651,129,2,8,FAILURE,19464,0.9688746666666666
50,2025-12-18 03:45:32.171585,api-gateway,3910,881,194,321,16,4,FAILURE,4938,1.1105013333333333
51,2026-01-24 03:45:32.171587,web-app,323,7648,42,330,16,8,SUCCESS,2570,0.6076622222222222
52,2025-11-08 03:45:32.171589,web-app,2063,11340,744,102,8,32,SUCCESS,1392,0.27716266666666667
53,2025-12-24 03:45:32.171591,microservice-a,4483,6923,254,95,4,32,SUCCESS,2663,0.3882062222222221
54,2025-12-16 03:45:32.171593,mobile-app,1439,2205,32,345,8,4,SUCCESS,9671,1.143327111111111
55,2025-11-27 03:45:32.171594,mobile-app,3616,3967,120,434,16,32,SUCCESS,707,0.2161848888888889
56,2025-09-27 03:45:32.171596,api-gateway,4752,7293,555,373,16,16,SUCCESS,1416,0.36753066666666667
57,2026-03-10 03:45:32.171598,api-gateway,215,5076,542,444,16,16,SUCCESS,1255,0.3257422222222222
58,2025-09-24 03:45:32.171600,api-gateway,1617,12834,471,127,8,16,SUCCESS,2693,0.4117297777777778
59,2026-02-11 03:45:32.171602,web-app,778,2213,450,242,4,16,SUCCESS,4842,0.482048
60,2025-12-27 03:45:32.171603,web-app,2093,5979,625,208,2,16,SUCCESS,9734,0.7095004444444444
61,2025-10-05 03:45:32.171605,api-gateway,4247,13665,732,215,8,32,SUCCESS,1532,0.3050382222222222
62,2026-01-27 03:45:32.171607,api-gateway,3546,4070,552,422,16,4,FAILURE,4928,1.1082524444444444
63,2025-12-04 03:45:32.171608,api-gateway,828,10283,742,348,8,4,SUCCESS,9860,1.165671111111111
64,2025-11-06 03:45:32.171610,mobile-app,263,9359,671,156,16,16,SUCCESS,1394,0.36182044444444444
65,2026-03-16 03:45:32.171612,web-app,3812,7364,312,459,2,32,SUCCESS,4970,0.5919822222222222
66,2025-11-04 03:45:32.171613,mobile-app,1626,1677,120,434,2,8,SUCCESS,19205,0.9559822222222222
67,2026-01-23 03:45:32.171615,mobile-app,2498,9303,521,438,4,8,SUCCESS,9844,0.752519111111111
68,2025-12-02 03:45:32.171617,api-gateway,2986,2374,323,280,16,32,SUCCESS,707,0.2161848888888889
69,2026-03-14 03:45:32.171618,api-gateway,3167,4969,559,396,4,16,SUCCESS,4934,0.4912071111111111
70,2026-01-23 03:45:32.171620,microservice-a,641,10106,572,148,4,4,SUCCESS,19341,1.255016
71,2025-10-23 03:45:32.171622,microservice-a,2770,6844,374,190,2,32,SUCCESS,4941,0.5885279999999999
72,2026-02-02 03:45:32.171624,mobile-app,763,2526,322,439,8,8,FAILURE,4810,0.6242311111111111
73,2025-10-07 03:45:32.171625,web-app,985,13589,515,39,8,8,FAILURE,5050,0.6553777777777777
74,2026-03-04 03:45:32.171627,api-gateway,4387,5646,677,66,4,8,SUCCESS,9748,0.7451804444444444
75,2025-12-13 03:45:32.171629,api-gateway,51,6952,787,241,2,16,SUCCESS,9729,0.709136
76,2026-01-29 03:45:32.171630,mobile-app,2898,12694,246,155,16,8,SUCCESS,2667,0.6305973333333333
77,2026-03-03 03:45:32.171632,microservice-a,4094,13166,255,444,8,32,SUCCESS,1456,0.28990577777777776
78,2026-02-06 03:45:32.171655,web-app,1999,2651,474,393,4,32,FAILURE,2493,0.36342399999999997
79,2025-12-26 03:45:32.171659,microservice-a,967,6511,32,57,8,8,SUCCESS,4870,0.6320177777777778
80,2025-11-27 03:45:32.171661,microservice-a,3224,11949,229,203,8,32,SUCCESS,1497,0.29806933333333335
81,2026-01-24 03:45:32.171663,microservice-a,2291,107,760,233,16,8,SUCCESS,2468,0.5835448888888889
82,2026-02-22 03:45:32.171665,microservice-a,139,8187,416,145,2,8,FAILURE,19320,0.9617066666666666
83,2025-10-15 03:45:32.171666,api-gateway,1759,2655,119,31,16,4,SUCCESS,4874,1.0961084444444444
84,2025-11-14 03:45:32.171668,api-gateway,2219,575,50,15,2,16,SUCCESS,9681,0.7056373333333332
85,2026-02-05 03:45:32.171670,microservice-a,4288,5516,547,213,8,16,SUCCESS,2543,0.38879644444444444
86,2025-10-12 03:45:32.171671,web-app,3091,10503,668,248,4,4,SUCCESS,19393,1.2583902222222223
87,2026-03-03 03:45:32.171673,mobile-app,155,8776,348,194,16,4,SUCCESS,4952,1.1136497777777778
88,2026-02-01 03:45:32.171675,web-app,936,7339,185,369,2,16,SUCCESS,9795,0.7139466666666665
89,2026-01-12 03:45:32.171677,web-app,477,6810,478,301,8,8,FAILURE,4915,0.6378577777777777
90,2025-12-19 03:45:32.171678,web-app,1945,5100,119,344,2,8,FAILURE,19304,0.9609102222222222
91,2026-01-06 03:45:32.171680,microservice-a,366,4754,640,229,2,16,FAILURE,9713,0.7079697777777777
92,2026-03-09 03:45:32.171681,api-gateway,684,8178,192,125,2,8,SUCCESS,19315,0.9614577777777779
93,2025-12-20 03:45:32.171683,web-app,1975,6163,768,322,8,4,FAILURE,9817,1.1605875555555554
94,2025-11-09 03:45:32.171685,microservice-a,2106,2385,181,58,4,8,SUCCESS,9672,0.7393706666666666
95,2025-11-02 03:45:32.171687,web-app,3194,5323,747,182,4,8,SUCCESS,9722,0.7431928888888888
96,2026-01-14 03:45:32.171688,web-app,2320,13621,795,91,4,32,SUCCESS,2725,0.3972444444444444
97,2025-10-30 03:45:32.171690,microservice-a,1489,14989,282,331,2,32,SUCCESS,5089,0.6061564444444444
98,2025-12-27 03:45:32.171692,api-gateway,602,7071,293,342,8,32,SUCCESS,1348,0.2684017777777778
99,2025-11-02 03:45:32.171693,api-gateway,765,12855,22,54,2,8,SUCCESS,19458,0.968576
100,2025-10-06 03:45:32.171695,mobile-app,3961,3625,47,344,4,16,SUCCESS,4943,0.4921031111111111
101,2025-10-06 03:45:32.171697,microservice-a,1763,11631,345,29,4,4,FAILURE,19423,1.2603368888888888
102,2026-02-13 03:45:32.171698,mobile-app,3439,14821,168,457,8,8,SUCCESS,5144,0.6675768888888889
103,2025-11-15 03:45:32.171700,mobile-app,1157,2922,559,230,2,16,SUCCESS,9677,0.7053457777777777
104,2026-03-13 03:45:32.171702,mobile-app,4256,5043,507,132,16,8,SUCCESS,2599,0.6145191111111111
105,2026-02-05 03:45:32.171703,api-gateway,300,6630,457,243,16,4,SUCCESS,4923,1.107128
106,2026-02-18 03:45:32.171705,microservice-a,2480,11216,84,230,4,8,SUCCESS,9804,0.7494613333333333
107,2025-11-03 03:45:32.171707,mobile-app,2104,358,375,332,8,4,SUCCESS,9694,1.146046222222222
108,2026-01-05 03:45:32.171709,microservice-a,508,382,552,348,2,8,SUCCESS,19216,0.9565297777777778
109,2026-03-06 03:45:32.171710,microservice-a,257,14037,271,12,2,4,SUCCESS,38669,1.478015111111111
110,2025-10-07 03:45:32.171712,api-gateway,949,1998,254,191,4,8,SUCCESS,9630,0.7361599999999999
111,2026-02-13 03:45:32.171714,mobile-app,3511,4235,246,215,4,4,FAILURE,19356,1.2559893333333334
112,2026-01-29 03:45:32.171715,mobile-app,3435,6729,544,329,2,32,SUCCESS,5005,0.5961511111111111
113,2025-10-18 03:45:32.171717,microservice-a,71,11268,332,49,2,8,SUCCESS,19444,0.967879111111111
114,2026-01-15 03:45:32.171719,web-app,459,10559,68,68,4,8,FAILURE,9764,0.7464035555555555
115,2026-02-09 03:45:32.171720,api-gateway,944,3300,137,448,2,16,SUCCESS,9681,0.7056373333333332
116,2025-12-09 03:45:32.171722,api-gateway,564,5210,73,71,16,16,SUCCESS,1245,0.32314666666666664
117,2025-09-27 03:45:32.171724,api-gateway,4954,7267,669,141,4,4,FAILURE,19383,1.2577413333333332
118,2025-12-04 03:45:32.171725,api-gateway,4159,712,584,69,2,8,SUCCESS,19288,0.9601137777777777
119,2026-02-11 03:45:32.171727,mobile-app,2184,14303,63,381,4,4,SUCCESS,19457,1.2625431111111112
120,2025-12-07 03:45:32.171729,mobile-app,3645,787,72,340,8,32,SUCCESS,1251,0.24908799999999998
121,2025-09-24 03:45:32.171730,web-app,3006,3790,605,131,4,16,SUCCESS,4939,0.49170488888888886
122,2025-11-07 03:45:32.171732,api-gateway,1610,8904,577,488,4,4,SUCCESS,19403,1.259039111111111
123,2026-03-17 03:45:32.171734,api-gateway,1316,2407,544,116,8,4,SUCCESS,9671,1.143327111111111
124,2026-03-13 03:45:32.171736,microservice-a,2219,7233,696,105,16,16,SUCCESS,1386,0.359744
125,2025-10-27 03:45:32.171738,mobile-app,3688,11305,121,356,2,8,SUCCESS,19446,0.9679786666666667
126,2025-12-05 03:45:32.171739,api-gateway,799,6609,789,423,8,4,SUCCESS,9742,1.1517208888888888
127,2026-02-19 03:45:32.171741,web-app,3477,10073,417,244,4,16,SUCCESS,5022,0.499968
128,2025-11-01 03:45:32.171743,web-app,4830,6006,157,395,2,8,SUCCESS,19409,0.9661368888888888
129,2026-03-03 03:45:32.171744,mobile-app,1977,2691,694,71,8,32,SUCCESS,1366,0.27198577777777777
130,2025-12-18 03:45:32.171746,web-app,3854,10988,406,265,2,16,SUCCESS,9901,0.7216728888888888
131,2026-02-04 03:45:32.171748,web-app,3752,13935,130,58,2,4,SUCCESS,38695,1.479008888888889
132,2025-11-14 03:45:32.171750,mobile-app,2406,14318,633,402,8,32,SUCCESS,1444,0.2875164444444444
133,2025-09-20 03:45:32.171751,api-gateway,4840,12250,36,357,2,8,SUCCESS,19524,0.9718613333333332
134,2026-01-14 03:45:32.171753,api-gateway,2385,7283,799,168,16,8,SUCCESS,2633,0.6225582222222221
135,2025-12-12 03:45:32.171755,web-app,356,5348,201,133,8,16,SUCCESS,2526,0.38619733333333334
136,2026-01-25 03:45:32.171756,web-app,3715,8866,555,491,16,16,FAILURE,1392,0.3613013333333333
137,2025-12-12 03:45:32.171758,api-gateway,2039,10202,560,326,4,16,SUCCESS,5045,0.5022577777777777
138,2025-11-06 03:45:32.171760,mobile-app,711,5208,190,216,2,8,FAILURE,19340,0.9627022222222221
139,2025-10-18 03:45:32.171761,web-app,4694,3704,428,57,4,32,SUCCESS,2613,0.3809173333333333
140,2025-10-26 03:45:32.171763,microservice-a,361,769,759,418,4,8,SUCCESS,9647,0.7374595555555555
141,2025-09-28 03:45:32.171765,mobile-app,2970,4464,397,429,2,4,SUCCESS,38531,1.4727404444444445
142,2026-02-17 03:45:32.171766,web-app,1132,7429,207,145,8,8,FAILURE,4927,0.639415111111111
143,2026-02-10 03:45:32.171768,web-app,3021,1383,249,210,2,4,SUCCESS,38454,1.4697973333333334
144,2026-03-05 03:45:32.171770,microservice-a,804,1023,138,259,4,32,SUCCESS,2430,0.35424
145,2025-10-09 03:45:32.171771,microservice-a,4180,1225,175,323,4,16,SUCCESS,4908,0.48861866666666665
146,2026-01-06 03:45:32.171773,api-gateway,4590,1629,706,366,8,16,SUCCESS,2584,0.39506488888888885
147,2025-12-22 03:45:32.171775,mobile-app,402,14146,484,377,2,8,FAILURE,19497,0.9705173333333333
148,2026-02-18 03:45:32.171776,mobile-app,952,9886,123,438,4,16,SUCCESS,5019,0.49966933333333335
149,2026-01-11 03:45:32.171778,api-gateway,3938,8538,623,327,16,32,SUCCESS,806,0.2464568888888889
150,2025-09-29 03:45:32.171780,mobile-app,208,3811,717,304,4,16,SUCCESS,4844,0.4822471111111111
151,2026-02-01 03:45:32.171781,mobile-app,2027,8104,521,489,4,8,SUCCESS,9825,0.7510666666666667
152,2026-01-15 03:45:32.171783,mobile-app,1006,9852,712,323,8,32,FAILURE,1399,0.27855644444444444
153,2025-11-04 03:45:32.171785,mobile-app,2121,6374,701,218,16,4,SUCCESS,5023,1.129616888888889
154,2026-02-18 03:45:32.171786,mobile-app,453,10692,718,364,4,8,SUCCESS,9817,0.7504551111111111
155,2026-02-18 03:45:32.171788,microservice-a,4661,10535,194,494,4,4,FAILURE,19514,1.2662417777777777
156,2025-11-30 03:45:32.171790,mobile-app,2829,3964,753,220,16,32,SUCCESS,712,0.21771377777777778
157,2026-02-02 03:45:32.171791,microservice-a,1437,10231,764,201,2,8,SUCCESS,19463,0.9688248888888888
158,2025-12-24 03:45:32.171793,mobile-app,3503,13317,693,53,2,8,SUCCESS,19468,0.9690737777777777
159,2026-02-16 03:45:32.171795,api-gateway,1005,7933,440,38,4,32,SUCCESS,2519,0.36721422222222216
160,2026-01-02 03:45:32.171796,web-app,1762,11361,153,68,4,16,SUCCESS,4957,0.49349688888888893
161,2025-11-10 03:45:32.171798,microservice-a,4753,6888,410,80,2,8,FAILURE,19432,0.9672817777777778
162,2025-12-16 03:45:32.171800,mobile-app,1323,326,755,101,8,8,SUCCESS,4887,0.634224
163,2025-11-09 03:45:32.171801,api-gateway,3861,11839,520,274,16,4,SUCCESS,5091,1.1449093333333333
164,2025-11-17 03:45:32.171803,web-app,2675,364,684,392,16,16,FAILURE,1315,0.34131555555555554
165,2026-02-19 03:45:32.171805,microservice-a,2432,9687,52,229,8,4,SUCCESS,9822,1.1611786666666666
166,2025-11-17 03:45:32.171806,web-app,1491,11849,74,399,8,4,SUCCESS,9777,1.1558586666666666
167,2025-11-22 03:45:32.171808,api-gateway,3029,13845,538,422,8,16,SUCCESS,2674,0.4088248888888889
168,2026-03-15 03:45:32.171810,microservice-a,1847,745,775,451,8,16,FAILURE,2521,0.3854328888888889
169,2025-12-05 03:45:32.171811,web-app,4440,14646,657,410,8,32,SUCCESS,1506,0.2998613333333333
170,2025-10-14 03:45:32.171813,mobile-app,4059,7644,31,409,8,16,SUCCESS,2563,0.39185422222222227
171,2025-11-01 03:45:32.171815,microservice-a,4900,13806,547,224,16,8,FAILURE,2733,0.6462026666666666
172,2026-01-15 03:45:32.171816,web-app,1444,5669,739,488,8,16,SUCCESS,2572,0.3932302222222222
173,2025-10-04 03:45:32.171818,api-gateway,4331,3090,574,396,2,32,SUCCESS,4950,0.5895999999999999
174,2026-01-26 03:45:32.171820,api-gateway,1319,13775,392,286,8,32,FAILURE,1433,0.2853262222222222
175,2025-09-27 03:45:32.171822,microservice-a,4782,10191,503,73,8,32,SUCCESS,1441,0.2869191111111111
176,2025-10-17 03:45:32.171824,web-app,3764,2604,666,355,16,16,FAILURE,1325,0.3439111111111111
177,2026-01-18 03:45:32.171826,microservice-a,579,11064,247,301,16,16,FAILURE,1388,0.3602631111111111
178,2025-11-20 03:45:32.171827,microservice-a,3673,13637,642,499,8,4,SUCCESS,9890,1.1692177777777777
179,2025-10-09 03:45:32.171829,web-app,3008,13369,326,494,16,4,SUCCESS,5048,1.135239111111111
180,2025-12-12 03:45:32.171831,web-app,2964,9446,476,254,4,8,FAILURE,9846,0.752672
181,2025-09-19 03:45:32.171832,mobile-app,4939,687,179,479,16,4,FAILURE,4958,1.114999111111111
182,2025-11-25 03:45:32.171834,web-app,3641,12863,350,71,16,8,SUCCESS,2705,0.6395822222222222
183,2026-01-15 03:45:32.171836,api-gateway,2197,10113,795,435,16,32,SUCCESS,871,0.2663324444444444
184,2026-01-25 03:45:32.171837,microservice-a,4623,9277,244,341,16,4,SUCCESS,5093,1.145359111111111
185,2026-03-06 03:45:32.171839,microservice-a,3419,4179,748,179,2,16,SUCCESS,9723,0.7086986666666666
186,2026-02-07 03:45:32.171841,api-gateway,989,3448,523,454,2,4,FAILURE,38459,1.4699884444444444
187,2025-11-08 03:45:32.171842,web-app,575,6399,475,278,2,8,SUCCESS,19277,0.9595662222222223
188,2025-11-07 03:45:32.171844,api-gateway,51,3931,64,276,8,4,SUCCESS,9628,1.1382435555555557
189,2025-11-25 03:45:32.171846,api-gateway,424,9533,233,63,8,32,SUCCESS,1398,0.2783573333333333
190,2025-12-07 03:45:32.171847,mobile-app,2390,8481,78,25,4,16,SUCCESS,4929,0.49070933333333333
191,2025-11-25 03:45:32.171854,api-gateway,4055,13828,663,17,2,8,SUCCESS,19532,0.9722595555555555
192,2025-12-27 03:45:32.171855,microservice-a,3102,9272,635,113,8,16,SUCCESS,2576,0.39384177777777774
193,2025-11-25 03:45:32.171857,api-gateway,4698,9990,214,68,16,16,SUCCESS,1499,0.38907377777777774
194,2026-03-16 03:45:32.171859,microservice-a,2415,1815,508,322,16,8,SUCCESS,2531,0.5984408888888888
195,2025-11-08 03:45:32.171877,microservice-a,1575,10885,176,49,2,16,SUCCESS,9859,0.7186115555555554
196,2026-01-23 03:45:32.171879,microservice-a,4526,12428,629,246,4,16,SUCCESS,5116,0.5093262222222222
197,2025-12-21 03:45:32.171880,web-app,1696,6550,245,452,4,4,SUCCESS,19332,1.254432
198,2025-11-09 03:45:32.171882,mobile-app,63,13330,431,395,16,16,FAILURE,1387,0.3600035555555556
199,2025-10-22 03:45:32.171884,microservice-a,4649,12725,224,103,4,16,SUCCESS,5039,0.5016604444444445
200,2025-11-12 03:45:32.171885,microservice-a,2328,5533,98,231,2,16,FAILURE,9695,0.7066577777777777
201,2025-11-08 03:45:32.171887,web-app,3205,1198,143,213,16,16,SUCCESS,1307,0.33923911111111116
202,2026-01-24 03:45:32.171889,microservice-a,179,7196,490,147,8,8,SUCCESS,4888,0.6343537777777778
203,2025-09-27 03:45:32.171890,api-gateway,3864,2426,237,309,8,32,FAILURE,1292,0.2572515555555555
204,2025-10-09 03:45:32.171892,api-gateway,4983,11539,535,404,4,4,SUCCESS,19471,1.2634515555555554
205,2025-10-09 03:45:32.171893,mobile-app,3266,9187,621,216,16,16,SUCCESS,1480,0.3841422222222222
206,2026-01-09 03:45:32.171895,microservice-a,2988,6516,123,345,16,16,SUCCESS,1325,0.3439111111111111
207,2025-11-15 03:45:32.171897,web-app,3978,7080,412,90,8,8,SUCCESS,5042,0.6543395555555556
208,2025-10-24 03:45:32.171898,api-gateway,2090,6863,650,227,16,32,SUCCESS,823,0.2516551111111111
209,2026-02-08 03:45:32.171900,web-app,77,1774,664,11,16,16,SUCCESS,1218,0.3161386666666667
210,2026-02-22 03:45:32.171902,web-app,2163,11201,627,187,16,8,SUCCESS,2695,0.6372177777777778
211,2026-01-08 03:45:32.171903,api-gateway,1302,8050,453,405,4,4,SUCCESS,19425,1.2604666666666666
212,2025-11-22 03:45:32.171905,web-app,4406,9222,350,380,16,4,FAILURE,5012,1.1271431111111112
213,2025-12-10 03:45:32.171907,api-gateway,2096,12676,162,355,2,16,SUCCESS,9805,0.7146755555555554
214,2025-10-30 03:45:32.171908,web-app,4605,9015,559,288,4,16,SUCCESS,5010,0.4987733333333333
215,2025-10-25 03:45:32.171910,api-gateway,4073,11232,297,155,16,32,FAILURE,880,0.26908444444444446
216,2025-12-11 03:45:32.171912,microservice-a,4446,14707,252,327,16,32,SUCCESS,900,0.2752
217,2025-11-14 03:45:32.171913,mobile-app,3424,6149,548,233,2,16,SUCCESS,9760,0.7113955555555554
218,2026-01-07 03:45:32.171915,api-gateway,3516,1189,590,378,4,8,SUCCESS,9682,0.7401351111111111
219,2025-12-15 03:45:32.171916,api-gateway,3131,4678,109,393,8,32,SUCCESS,1325,0.26382222222222224
220,2026-03-15 03:45:32.171918,mobile-app,3828,9227,511,71,8,16,SUCCESS,2644,0.4042382222222222
221,2025-10-21 03:45:32.171920,api-gateway,679,10587,218,303,4,32,SUCCESS,2635,0.3841244444444444
222,2025-10-05 03:45:32.171921,api-gateway,319,255,381,248,16,16,FAILURE,1206,0.313024
223,2025-10-22 03:45:32.171923,web-app,2689,9362,460,204,16,4,SUCCESS,4958,1.114999111111111
224,2025-12-18 03:45:32.171925,mobile-app,2043,2058,45,175,8,16,SUCCESS,2525,0.3860444444444444
225,2025-10-22 03:45:32.171926,microservice-a,2941,10793,44,460,8,4,SUCCESS,9767,1.1546764444444444
226,2025-10-21 03:45:32.171928,api-gateway,3482,6444,413,231,8,32,SUCCESS,1371,0.27298133333333335
227,2025-12-12 03:45:32.171930,mobile-app,1330,5879,526,70,2,16,FAILURE,9730,0.7092088888888889
228,2026-01-25 03:45:32.171931,web-app,2410,12511,320,138,8,32,SUCCESS,1428,0.2843306666666667
229,2025-10-08 03:45:32.171933,microservice-a,625,6244,358,487,2,4,FAILURE,38569,1.4741928888888889
230,2025-10-01 03:45:32.171935,mobile-app,1357,5163,286,182,4,16,FAILURE,4945,0.4923022222222222
231,2025-11-10 03:45:32.171936,microservice-a,3242,3930,480,489,16,32,SUCCESS,704,0.21526755555555557
232,2026-02-07 03:45:32.171938,microservice-a,3228,9146,712,165,8,4,SUCCESS,9803,1.1589324444444442
233,2025-12-26 03:45:32.171940,microservice-a,2784,8931,475,414,16,32,SUCCESS,793,0.24248177777777777
234,2025-12-04 03:45:32.171941,api-gateway,2262,10530,379,387,16,8,FAILURE,2633,0.6225582222222221
235,2025-11-09 03:45:32.171943,api-gateway,2402,9894,87,119,8,4,SUCCESS,9831,1.1622426666666668
236,2026-03-07 03:45:32.171945,web-app,3618,6759,431,278,8,4,FAILURE,9808,1.1595235555555554
237,2025-09-21 03:45:32.171946,web-app,1705,541,510,420,4,4,SUCCESS,19223,1.247359111111111
238,2025-10-18 03:45:32.171948,mobile-app,1629,6140,68,365,2,16,SUCCESS,9786,0.7132906666666665
239,2025-10-10 03:45:32.171950,web-app,2253,14226,706,400,2,16,FAILURE,9894,0.7211626666666666
240,2026-02-04 03:45:32.171951,microservice-a,1440,6025,583,287,16,16,SUCCESS,1316,0.34157511111111116
241,2025-12-09 03:45:32.171953,microservice-a,1792,14578,121,83,8,8,SUCCESS,5057,0.6562862222222222
242,2026-03-11 03:45:32.171955,api-gateway,1975,7458,235,496,4,8,SUCCESS,9772,0.7470151111111112
243,2025-10-25 03:45:32.171956,microservice-a,669,4728,457,446,4,4,SUCCESS,19324,1.2539128888888889
244,2025-12-18 03:45:32.171958,mobile-app,1324,6470,719,472,4,8,SUCCESS,9720,0.74304
245,2025-11-26 03:45:32.171960,microservice-a,1006,9628,588,216,4,32,SUCCESS,2650,0.3863111111111111
246,2026-01-17 03:45:32.171961,microservice-a,1989,11992,578,397,4,4,SUCCESS,19393,1.2583902222222223
247,2025-11-25 03:45:32.171963,mobile-app,4003,1048,178,489,2,4,FAILURE,38469,1.4703706666666667
248,2026-03-16 03:45:32.171965,web-app,2431,11665,508,288,2,32,SUCCESS,5026,0.5986524444444443
249,2025-11-09 03:45:32.171967,web-app,1018,8279,705,384,2,4,SUCCESS,38530,1.4727022222222221
